food_id,food_name,category,ingredient_order,ingredient_name,ingredient_type,reason_if_unhealthy,health_concern_tag,ingredient_note
41,Frozen Samosa,Frozen Foods,3,Salt,Unhealthy,Raises sodium content substantially.,High sodium,
41,Frozen Samosa,Frozen Foods,4,Stabilizers,Neutral,,,Used to maintain texture.
41,Frozen Samosa,Frozen Foods,5,Protein Source,Healthy,,,"Provides protein, depending on product quality."
41,Frozen Samosa,Frozen Foods,6,Herbs and Seasonings,Neutral,,,Used for flavor.
42,Frozen Burger Patty,Frozen Foods,1,Refined Flour or Breadcrumbs,Unhealthy,Processed coating/base with lower fiber.,Refined carb,
42,Frozen Burger Patty,Frozen Foods,2,Processed Cheese or Fat,Unhealthy,Can increase saturated fat and sodium.,Saturated fat/high sodium,
42,Frozen Burger Patty,Frozen Foods,3,Salt,Unhealthy,Raises sodium content substantially.,High sodium,
42,Frozen Burger Patty,Frozen Foods,4,Stabilizers,Neutral,,,Used to maintain texture.
42,Frozen Burger Patty,Frozen Foods,5,Protein Source,Healthy,,,"Provides protein, depending on product quality."
42,Frozen Burger Patty,Frozen Foods,6,Herbs and Seasonings,Neutral,,,Used for flavor.
43,Mayonnaise,Condiments,1,Sugar,Unhealthy,Added sugar increases calorie load and may affect blood glucose.,High sugar,
43,Mayonnaise,Condiments,2,Salt,Unhealthy,Can make the product high in sodium even in small servings.,High sodium,
43,Mayonnaise,Condiments,3,Vinegar,Neutral,,,Used for acidity and preservation.
43,Mayonnaise,Condiments,4,Preservatives,Unhealthy,Frequent intake of heavily preserved foods is generally less desirable.,Additive load,
43,Mayonnaise,Condiments,5,Spices or Tomato Solids,Healthy,,,Can contribute flavor and some beneficial compounds depending on the source.
43,Mayonnaise,Condiments,6,Thickeners,Neutral,,,Used for consistency and texture.
44,Tomato Ketchup,Condiments,1,Sugar,Unhealthy,Added sugar increases calorie load and may affect blood glucose.,High sugar,
44,Tomato Ketchup,Condiments,2,Salt,Unhealthy,Can make the product high in sodium even in small servings.,High sodium,
44,Tomato Ketchup,Condiments,3,Vinegar,Neutral,,,Used for acidity and preservation.
44,Tomato Ketchup,Condiments,4,Preservatives,Unhealthy,Frequent intake of heavily preserved foods is generally less desirable.,Additive load,
44,Tomato Ketchup,Condiments,5,Spices or Tomato Solids,Healthy,,,Can contribute flavor and some beneficial compounds depending on the source.
44,Tomato Ketchup,Condiments,6,Thickeners,Neutral,,,Used for consistency and texture.
45,Chili Sauce,Condiments,1,Sugar,Unhealthy,Added sugar increases calorie load and may affect blood glucose.,High sugar,
45,Chili Sauce,Condiments,2,Salt,Unhealthy,Can make the product high in sodium even in small servings.,High sodium,
45,Chili Sauce,Condiments,3,Vinegar,Neutral,,,Used for acidity and preservation.
45,Chili Sauce,Condiments,4,Preservatives,Unhealthy,Frequent intake of heavily preserved foods is generally less desirable.,Additive load,
45,Chili Sauce,Condiments,5,Spices or Tomato Solids,Healthy,,,Can contribute flavor and some beneficial compounds depending on the source.
45,Chili Sauce,Condiments,6,Thickeners,Neutral,,,Used for consistency and texture.
46,Salad Dressing,Condiments,1,Sugar,Unhealthy,Added sugar increases calorie load and may affect blood glucose.,High sugar,
46,Salad Dressing,Condiments,2,Salt,Unhealthy,Can make the product high in sodium even in small servings.,High sodium,
46,Salad Dressing,Condiments,3,Vinegar,Neutral,,,Used for acidity and preservation.
46,Salad Dressing,Condiments,4,Preservatives,Unhealthy,Frequent intake of heavily preserved foods is generally less desirable.,Additive load,
46,Salad Dressing,Condiments,5,Spices or Tomato Solids,Healthy,,,Can contribute flavor and some beneficial compounds depending on the source.
46,Salad Dressing,Condiments,6,Thickeners,Neutral,,,Used for consistency and texture.
47,Peanut Butter Spread,Spreads,1,Sugar,Unhealthy,Added sugar increases calorie load and may affect blood glucose.,High sugar,
47,Peanut Butter Spread,Spreads,2,Salt,Unhealthy,Can make the product high in sodium even in small servings.,High sodium,
47,Peanut Butter Spread,Spreads,3,Vinegar,Neutral,,,Used for acidity and preservation.
47,Peanut Butter Spread,Spreads,4,Preservatives,Unhealthy,Frequent intake of heavily preserved foods is generally less desirable.,Additive load,
47,Peanut Butter Spread,Spreads,5,Spices or Tomato Solids,Healthy,,,Can contribute flavor and some beneficial compounds depending on the source.
47,Peanut Butter Spread,Spreads,6,Thickeners,Neutral,,,Used for consistency and texture.
48,Chocolate Spread,Spreads,1,Sugar,Unhealthy,Added sugar increases calorie load and may affect blood glucose.,High sugar,
48,Chocolate Spread,Spreads,2,Salt,Unhealthy,Can make the product high in sodium even in small servings.,High sodium,
48,Chocolate Spread,Spreads,3,Vinegar,Neutral,,,Used for acidity and preservation.
48,Chocolate Spread,Spreads,4,Preservatives,Unhealthy,Frequent intake of heavily preserved foods is generally less desirable.,Additive load,
48,Chocolate Spread,Spreads,5,Spices or Tomato Solids,Healthy,,,Can contribute flavor and some beneficial compounds depending on the source.
48,Chocolate Spread,Spreads,6,Thickeners,Neutral,,,Used for consistency and texture.
49,Instant Oatmeal Flavored,Breakfast,1,Whole Grain Oats or Grain Base,Healthy,,,Can contribute fiber and longer satiety if present in meaningful amounts.
49,Instant Oatmeal Flavored,Breakfast,2,Sugar,Unhealthy,Raises added sugar content.,High sugar,
49,Instant Oatmeal Flavored,Breakfast,3,Malt Extract or Syrup,Unhealthy,Concentrated sweetener that may raise glycemic load.,High glycemic load,
49,Instant Oatmeal Flavored,Breakfast,4,Salt,Unhealthy,Packaged breakfast foods can still contain notable sodium.,High sodium,
49,Instant Oatmeal Flavored,Breakfast,5,Fortified Vitamins,Healthy,,,Added micronutrients may improve nutritional profile.
49,Instant Oatmeal Flavored,Breakfast,6,Flavoring,Neutral,,,Used for taste.
50,Sweet Corn Flakes,Breakfast,1,Whole Grain Oats or Grain Base,Healthy,,,Can contribute fiber and longer satiety if present in meaningful amounts.
50,Sweet Corn Flakes,Breakfast,2,Sugar,Unhealthy,Raises added sugar content.,High sugar,
50,Sweet Corn Flakes,Breakfast,3,Malt Extract or Syrup,Unhealthy,Concentrated sweetener that may raise glycemic load.,High glycemic load,
50,Sweet Corn Flakes,Breakfast,4,Salt,Unhealthy,Packaged breakfast foods can still contain notable sodium.,High sodium,
50,Sweet Corn Flakes,Breakfast,5,Fortified Vitamins,Healthy,,,Added micronutrients may improve nutritional profile.
50,Sweet Corn Flakes,Breakfast,6,Flavoring,Neutral,,,Used for taste.
51,Ready-to-eat Pasta,Ready Meals,1,Refined Wheat Flour,Unhealthy,Refined base with lower fiber and faster digestion.,Refined carb,
51,Ready-to-eat Pasta,Ready Meals,2,Palm Oil,Unhealthy,"Common processed fat source, often raising saturated fat content.",Saturated fat,
51,Ready-to-eat Pasta,Ready Meals,3,Salt,Unhealthy,Excess sodium may affect blood pressure and kidney health.,High sodium,
51,Ready-to-eat Pasta,Ready Meals,4,Monosodium Glutamate,Unhealthy,May be a sensitivity trigger for some people and often comes with salty flavor profiles.,Additive sensitivity,
51,Ready-to-eat Pasta,Ready Meals,5,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
51,Ready-to-eat Pasta,Ready Meals,6,Spice Mix,Neutral,,,Used for taste and aroma.
52,Mac and Cheese Box,Ready Meals,1,Refined Wheat Flour,Unhealthy,Refined base with lower fiber and faster digestion.,Refined carb,
52,Mac and Cheese Box,Ready Meals,2,Palm Oil,Unhealthy,"Common processed fat source, often raising saturated fat content.",Saturated fat,
52,Mac and Cheese Box,Ready Meals,3,Salt,Unhealthy,Excess sodium may affect blood pressure and kidney health.,High sodium,
52,Mac and Cheese Box,Ready Meals,4,Monosodium Glutamate,Unhealthy,May be a sensitivity trigger for some people and often comes with salty flavor profiles.,Additive sensitivity,
52,Mac and Cheese Box,Ready Meals,5,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
52,Mac and Cheese Box,Ready Meals,6,Spice Mix,Neutral,,,Used for taste and aroma.
53,Instant Upma Mix,Ready Meals,1,Refined Wheat Flour,Unhealthy,Refined base with lower fiber and faster digestion.,Refined carb,
53,Instant Upma Mix,Ready Meals,2,Palm Oil,Unhealthy,"Common processed fat source, often raising saturated fat content.",Saturated fat,
53,Instant Upma Mix,Ready Meals,3,Salt,Unhealthy,Excess sodium may affect blood pressure and kidney health.,High sodium,
53,Instant Upma Mix,Ready Meals,4,Monosodium Glutamate,Unhealthy,May be a sensitivity trigger for some people and often comes with salty flavor profiles.,Additive sensitivity,
53,Instant Upma Mix,Ready Meals,5,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
53,Instant Upma Mix,Ready Meals,6,Spice Mix,Neutral,,,Used for taste and aroma.
54,Instant Poha Mix,Ready Meals,1,Refined Wheat Flour,Unhealthy,Refined base with lower fiber and faster digestion.,Refined carb,
54,Instant Poha Mix,Ready Meals,2,Palm Oil,Unhealthy,"Common processed fat source, often raising saturated fat content.",Saturated fat,
54,Instant Poha Mix,Ready Meals,3,Salt,Unhealthy,Excess sodium may affect blood pressure and kidney health.,High sodium,
54,Instant Poha Mix,Ready Meals,4,Monosodium Glutamate,Unhealthy,May be a sensitivity trigger for some people and often comes with salty flavor profiles.,Additive sensitivity,
54,Instant Poha Mix,Ready Meals,5,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
54,Instant Poha Mix,Ready Meals,6,Spice Mix,Neutral,,,Used for taste and aroma.
55,Frozen Veg Momos,Frozen Foods,1,Refined Flour or Breadcrumbs,Unhealthy,Processed coating/base with lower fiber.,Refined carb,
55,Frozen Veg Momos,Frozen Foods,2,Processed Cheese or Fat,Unhealthy,Can increase saturated fat and sodium.,Saturated fat/high sodium,
55,Frozen Veg Momos,Frozen Foods,3,Salt,Unhealthy,Raises sodium content substantially.,High sodium,
55,Frozen Veg Momos,Frozen Foods,4,Stabilizers,Neutral,,,Used to maintain texture.
55,Frozen Veg Momos,Frozen Foods,5,Protein Source,Healthy,,,"Provides protein, depending on product quality."
55,Frozen Veg Momos,Frozen Foods,6,Herbs and Seasonings,Neutral,,,Used for flavor.
56,Frozen Chicken Momos,Frozen Foods,1,Refined Flour or Breadcrumbs,Unhealthy,Processed coating/base with lower fiber.,Refined carb,
56,Frozen Chicken Momos,Frozen Foods,2,Processed Cheese or Fat,Unhealthy,Can increase saturated fat and sodium.,Saturated fat/high sodium,
56,Frozen Chicken Momos,Frozen Foods,3,Salt,Unhealthy,Raises sodium content substantially.,High sodium,
56,Frozen Chicken Momos,Frozen Foods,4,Stabilizers,Neutral,,,Used to maintain texture.
56,Frozen Chicken Momos,Frozen Foods,5,Protein Source,Healthy,,,"Provides protein, depending on product quality."
56,Frozen Chicken Momos,Frozen Foods,6,Herbs and Seasonings,Neutral,,,Used for flavor.
57,Packaged Brownie,Bakery,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
57,Packaged Brownie,Bakery,2,Glucose Syrup,Unhealthy,Rapidly absorbed sugar source that may raise blood sugar quickly.,High glycemic load,
57,Packaged Brownie,Bakery,3,Refined Wheat Flour,Unhealthy,Low fiber and highly refined; may not support blood sugar control well.,Refined carb,
57,Packaged Brownie,Bakery,4,Palm Oil,Unhealthy,High in saturated fat and commonly used in processed foods.,Saturated fat,
57,Packaged Brownie,Bakery,5,Cocoa Powder,Neutral,,,Used for flavor; can be fine in moderate amounts.
57,Packaged Brownie,Bakery,6,Soy Lecithin,Neutral,,,Emulsifier commonly used for texture and consistency.
58,Wafer Biscuits,Bakery,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
58,Wafer Biscuits,Bakery,2,Glucose Syrup,Unhealthy,Rapidly absorbed sugar source that may raise blood sugar quickly.,High glycemic load,
58,Wafer Biscuits,Bakery,3,Refined Wheat Flour,Unhealthy,Low fiber and highly refined; may not support blood sugar control well.,Refined carb,
58,Wafer Biscuits,Bakery,4,Palm Oil,Unhealthy,High in saturated fat and commonly used in processed foods.,Saturated fat,
58,Wafer Biscuits,Bakery,5,Cocoa Powder,Neutral,,,Used for flavor; can be fine in moderate amounts.
58,Wafer Biscuits,Bakery,6,Soy Lecithin,Neutral,,,Emulsifier commonly used for texture and consistency.
59,Marshmallow Candy,Confectionery,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
59,Marshmallow Candy,Confectionery,2,Glucose Syrup,Unhealthy,Rapidly absorbed sugar source that may raise blood sugar quickly.,High glycemic load,
59,Marshmallow Candy,Confectionery,3,Refined Wheat Flour,Unhealthy,Low fiber and highly refined; may not support blood sugar control well.,Refined carb,
59,Marshmallow Candy,Confectionery,4,Palm Oil,Unhealthy,High in saturated fat and commonly used in processed foods.,Saturated fat,
59,Marshmallow Candy,Confectionery,5,Cocoa Powder,Neutral,,,Used for flavor; can be fine in moderate amounts.
59,Marshmallow Candy,Confectionery,6,Soy Lecithin,Neutral,,,Emulsifier commonly used for texture and consistency.
60,Gummy Candy,Confectionery,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
60,Gummy Candy,Confectionery,2,Glucose Syrup,Unhealthy,Rapidly absorbed sugar source that may raise blood sugar quickly.,High glycemic load,
60,Gummy Candy,Confectionery,3,Refined Wheat Flour,Unhealthy,Low fiber and highly refined; may not support blood sugar control well.,Refined carb,
60,Gummy Candy,Confectionery,4,Palm Oil,Unhealthy,High in saturated fat and commonly used in processed foods.,Saturated fat,
60,Gummy Candy,Confectionery,5,Cocoa Powder,Neutral,,,Used for flavor; can be fine in moderate amounts.
60,Gummy Candy,Confectionery,6,Soy Lecithin,Neutral,,,Emulsifier commonly used for texture and consistency.
61,Milk Chocolate Bar,Confectionery,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
61,Milk Chocolate Bar,Confectionery,2,Glucose Syrup,Unhealthy,Rapidly absorbed sugar source that may raise blood sugar quickly.,High glycemic load,
61,Milk Chocolate Bar,Confectionery,3,Refined Wheat Flour,Unhealthy,Low fiber and highly refined; may not support blood sugar control well.,Refined carb,
61,Milk Chocolate Bar,Confectionery,4,Palm Oil,Unhealthy,High in saturated fat and commonly used in processed foods.,Saturated fat,
61,Milk Chocolate Bar,Confectionery,5,Cocoa Powder,Neutral,,,Used for flavor; can be fine in moderate amounts.
61,Milk Chocolate Bar,Confectionery,6,Soy Lecithin,Neutral,,,Emulsifier commonly used for texture and consistency.
62,Dark Chocolate Bar,Confectionery,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
62,Dark Chocolate Bar,Confectionery,2,Glucose Syrup,Unhealthy,Rapidly absorbed sugar source that may raise blood sugar quickly.,High glycemic load,
62,Dark Chocolate Bar,Confectionery,3,Refined Wheat Flour,Unhealthy,Low fiber and highly refined; may not support blood sugar control well.,Refined carb,
62,Dark Chocolate Bar,Confectionery,4,Palm Oil,Unhealthy,High in saturated fat and commonly used in processed foods.,Saturated fat,
62,Dark Chocolate Bar,Confectionery,5,Cocoa Powder,Neutral,,,Used for flavor; can be fine in moderate amounts.
62,Dark Chocolate Bar,Confectionery,6,Soy Lecithin,Neutral,,,Emulsifier commonly used for texture and consistency.
63,Instant Coffee Premix,Beverages,1,Carbonated Water,Neutral,,,Base liquid component.
63,Instant Coffee Premix,Beverages,2,High Fructose Corn Syrup,Unhealthy,"Very high added sugar load; may contribute to insulin resistance, weight gain, and fatty liver risk when consumed often.",High sugar,
63,Instant Coffee Premix,Beverages,3,Citric Acid,Neutral,,,Used for tartness and preservation.
63,Instant Coffee Premix,Beverages,4,Artificial Flavors,Neutral,,,Used mainly to mimic or enhance taste.
63,Instant Coffee Premix,Beverages,5,Caffeine,Unhealthy,"May worsen caffeine sensitivity, palpitations, anxiety, or sleep disturbance in some people.",Stimulant,
63,Instant Coffee Premix,Beverages,6,Artificial Colors,Unhealthy,May trigger sensitivity or hyperactivity concerns in some individuals.,Additive sensitivity,
64,3-in-1 Coffee Mix,Beverages,1,Carbonated Water,Neutral,,,Base liquid component.
64,3-in-1 Coffee Mix,Beverages,2,High Fructose Corn Syrup,Unhealthy,"Very high added sugar load; may contribute to insulin resistance, weight gain, and fatty liver risk when consumed often.",High sugar,
64,3-in-1 Coffee Mix,Beverages,3,Citric Acid,Neutral,,,Used for tartness and preservation.
64,3-in-1 Coffee Mix,Beverages,4,Artificial Flavors,Neutral,,,Used mainly to mimic or enhance taste.
64,3-in-1 Coffee Mix,Beverages,5,Caffeine,Unhealthy,"May worsen caffeine sensitivity, palpitations, anxiety, or sleep disturbance in some people.",Stimulant,
64,3-in-1 Coffee Mix,Beverages,6,Artificial Colors,Unhealthy,May trigger sensitivity or hyperactivity concerns in some individuals.,Additive sensitivity,
65,Flavored Milkshake Bottle,Beverages,1,Milk Solids,Healthy,,,Provide protein and calcium.
65,Flavored Milkshake Bottle,Beverages,2,Sugar,Unhealthy,Raises added sugar content and calorie density.,High sugar,
65,Flavored Milkshake Bottle,Beverages,3,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
65,Flavored Milkshake Bottle,Beverages,4,Stabilizers,Neutral,,,Used for consistency and shelf life.
65,Flavored Milkshake Bottle,Beverages,5,Fruit Puree or Flavor,Neutral,,,"May add taste, though sometimes only in small amounts."
65,Flavored Milkshake Bottle,Beverages,6,Cultures,Healthy,,,Beneficial in fermented dairy products like yogurt.
66,Ready-to-drink Cold Coffee,Beverages,1,Carbonated Water,Neutral,,,Base liquid component.
66,Ready-to-drink Cold Coffee,Beverages,2,High Fructose Corn Syrup,Unhealthy,"Very high added sugar load; may contribute to insulin resistance, weight gain, and fatty liver risk when consumed often.",High sugar,
66,Ready-to-drink Cold Coffee,Beverages,3,Citric Acid,Neutral,,,Used for tartness and preservation.
66,Ready-to-drink Cold Coffee,Beverages,4,Artificial Flavors,Neutral,,,Used mainly to mimic or enhance taste.
66,Ready-to-drink Cold Coffee,Beverages,5,Caffeine,Unhealthy,"May worsen caffeine sensitivity, palpitations, anxiety, or sleep disturbance in some people.",Stimulant,
66,Ready-to-drink Cold Coffee,Beverages,6,Artificial Colors,Unhealthy,May trigger sensitivity or hyperactivity concerns in some individuals.,Additive sensitivity,
67,Processed Paneer Cubes,Dairy,1,Milk Solids,Healthy,,,Provide protein and calcium.
67,Processed Paneer Cubes,Dairy,2,Sugar,Unhealthy,Raises added sugar content and calorie density.,High sugar,
67,Processed Paneer Cubes,Dairy,3,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
67,Processed Paneer Cubes,Dairy,4,Stabilizers,Neutral,,,Used for consistency and shelf life.
67,Processed Paneer Cubes,Dairy,5,Fruit Puree or Flavor,Neutral,,,"May add taste, though sometimes only in small amounts."
67,Processed Paneer Cubes,Dairy,6,Cultures,Healthy,,,Beneficial in fermented dairy products like yogurt.
68,Flavored Soy Milk,Beverages,1,Milk Solids,Healthy,,,Provide protein and calcium.
68,Flavored Soy Milk,Beverages,2,Sugar,Unhealthy,Raises added sugar content and calorie density.,High sugar,
68,Flavored Soy Milk,Beverages,3,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
68,Flavored Soy Milk,Beverages,4,Stabilizers,Neutral,,,Used for consistency and shelf life.
68,Flavored Soy Milk,Beverages,5,Fruit Puree or Flavor,Neutral,,,"May add taste, though sometimes only in small amounts."
68,Flavored Soy Milk,Beverages,6,Cultures,Healthy,,,Beneficial in fermented dairy products like yogurt.
69,Instant Idli Mix,Ready Meals,1,Refined Wheat Flour,Unhealthy,Refined base with lower fiber and faster digestion.,Refined carb,
69,Instant Idli Mix,Ready Meals,2,Palm Oil,Unhealthy,"Common processed fat source, often raising saturated fat content.",Saturated fat,
69,Instant Idli Mix,Ready Meals,3,Salt,Unhealthy,Excess sodium may affect blood pressure and kidney health.,High sodium,
69,Instant Idli Mix,Ready Meals,4,Monosodium Glutamate,Unhealthy,May be a sensitivity trigger for some people and often comes with salty flavor profiles.,Additive sensitivity,
69,Instant Idli Mix,Ready Meals,5,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
69,Instant Idli Mix,Ready Meals,6,Spice Mix,Neutral,,,Used for taste and aroma.
70,Instant Dosa Mix,Ready Meals,1,Refined Wheat Flour,Unhealthy,Refined base with lower fiber and faster digestion.,Refined carb,
70,Instant Dosa Mix,Ready Meals,2,Palm Oil,Unhealthy,"Common processed fat source, often raising saturated fat content.",Saturated fat,
70,Instant Dosa Mix,Ready Meals,3,Salt,Unhealthy,Excess sodium may affect blood pressure and kidney health.,High sodium,
70,Instant Dosa Mix,Ready Meals,4,Monosodium Glutamate,Unhealthy,May be a sensitivity trigger for some people and often comes with salty flavor profiles.,Additive sensitivity,
70,Instant Dosa Mix,Ready Meals,5,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
70,Instant Dosa Mix,Ready Meals,6,Spice Mix,Neutral,,,Used for taste and aroma.
71,Packaged Cupcake,Bakery,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
71,Packaged Cupcake,Bakery,2,Glucose Syrup,Unhealthy,Rapidly absorbed sugar source that may raise blood sugar quickly.,High glycemic load,
71,Packaged Cupcake,Bakery,3,Refined Wheat Flour,Unhealthy,Low fiber and highly refined; may not support blood sugar control well.,Refined carb,
71,Packaged Cupcake,Bakery,4,Palm Oil,Unhealthy,High in saturated fat and commonly used in processed foods.,Saturated fat,
71,Packaged Cupcake,Bakery,5,Cocoa Powder,Neutral,,,Used for flavor; can be fine in moderate amounts.
71,Packaged Cupcake,Bakery,6,Soy Lecithin,Neutral,,,Emulsifier commonly used for texture and consistency.
72,Cheese Dip,Condiments,1,Sugar,Unhealthy,Added sugar increases calorie load and may affect blood glucose.,High sugar,
72,Cheese Dip,Condiments,2,Salt,Unhealthy,Can make the product high in sodium even in small servings.,High sodium,
72,Cheese Dip,Condiments,3,Vinegar,Neutral,,,Used for acidity and preservation.
72,Cheese Dip,Condiments,4,Preservatives,Unhealthy,Frequent intake of heavily preserved foods is generally less desirable.,Additive load,
72,Cheese Dip,Condiments,5,Spices or Tomato Solids,Healthy,,,Can contribute flavor and some beneficial compounds depending on the source.
72,Cheese Dip,Condiments,6,Thickeners,Neutral,,,Used for consistency and texture.
73,Garlic Mayo Dip,Condiments,1,Sugar,Unhealthy,Added sugar increases calorie load and may affect blood glucose.,High sugar,
73,Garlic Mayo Dip,Condiments,2,Salt,Unhealthy,Can make the product high in sodium even in small servings.,High sodium,
73,Garlic Mayo Dip,Condiments,3,Vinegar,Neutral,,,Used for acidity and preservation.
73,Garlic Mayo Dip,Condiments,4,Preservatives,Unhealthy,Frequent intake of heavily preserved foods is generally less desirable.,Additive load,
73,Garlic Mayo Dip,Condiments,5,Spices or Tomato Solids,Healthy,,,Can contribute flavor and some beneficial compounds depending on the source.
73,Garlic Mayo Dip,Condiments,6,Thickeners,Neutral,,,Used for consistency and texture.
74,BBQ Sauce,Condiments,1,Sugar,Unhealthy,Added sugar increases calorie load and may affect blood glucose.,High sugar,
74,BBQ Sauce,Condiments,2,Salt,Unhealthy,Can make the product high in sodium even in small servings.,High sodium,
74,BBQ Sauce,Condiments,3,Vinegar,Neutral,,,Used for acidity and preservation.
74,BBQ Sauce,Condiments,4,Preservatives,Unhealthy,Frequent intake of heavily preserved foods is generally less desirable.,Additive load,
74,BBQ Sauce,Condiments,5,Spices or Tomato Solids,Healthy,,,Can contribute flavor and some beneficial compounds depending on the source.
74,BBQ Sauce,Condiments,6,Thickeners,Neutral,,,Used for consistency and texture.
75,Sweet Pickle Relish,Condiments,1,Sugar,Unhealthy,Added sugar increases calorie load and may affect blood glucose.,High sugar,
75,Sweet Pickle Relish,Condiments,2,Salt,Unhealthy,Can make the product high in sodium even in small servings.,High sodium,
75,Sweet Pickle Relish,Condiments,3,Vinegar,Neutral,,,Used for acidity and preservation.
75,Sweet Pickle Relish,Condiments,4,Preservatives,Unhealthy,Frequent intake of heavily preserved foods is generally less desirable.,Additive load,
75,Sweet Pickle Relish,Condiments,5,Spices or Tomato Solids,Healthy,,,Can contribute flavor and some beneficial compounds depending on the source.
75,Sweet Pickle Relish,Condiments,6,Thickeners,Neutral,,,Used for consistency and texture.
76,Processed Ham Slices,Meat,1,Meat,Neutral,,,Primary protein source.
76,Processed Ham Slices,Meat,2,Salt,Unhealthy,Processed meats are often high in sodium.,High sodium,
76,Processed Ham Slices,Meat,3,Sodium Nitrite,Unhealthy,Curing preservative; frequent intake of processed meats is generally considered less healthy.,Preservative,
76,Processed Ham Slices,Meat,4,Starch,Neutral,,,Used for texture and binding.
76,Processed Ham Slices,Meat,5,Protein Isolate,Neutral,,,Added to improve texture or protein content.
76,Processed Ham Slices,Meat,6,Spices,Neutral,,,Used for taste.
77,Chicken Salami,Meat,1,Meat,Neutral,,,Primary protein source.
77,Chicken Salami,Meat,2,Salt,Unhealthy,Processed meats are often high in sodium.,High sodium,
77,Chicken Salami,Meat,3,Sodium Nitrite,Unhealthy,Curing preservative; frequent intake of processed meats is generally considered less healthy.,Preservative,
77,Chicken Salami,Meat,4,Starch,Neutral,,,Used for texture and binding.
77,Chicken Salami,Meat,5,Protein Isolate,Neutral,,,Added to improve texture or protein content.
77,Chicken Salami,Meat,6,Spices,Neutral,,,Used for taste.
78,Turkey Sausage,Meat,1,Meat,Neutral,,,Primary protein source.
78,Turkey Sausage,Meat,2,Salt,Unhealthy,Processed meats are often high in sodium.,High sodium,
78,Turkey Sausage,Meat,3,Sodium Nitrite,Unhealthy,Curing preservative; frequent intake of processed meats is generally considered less healthy.,Preservative,
78,Turkey Sausage,Meat,4,Starch,Neutral,,,Used for texture and binding.
78,Turkey Sausage,Meat,5,Protein Isolate,Neutral,,,Added to improve texture or protein content.
78,Turkey Sausage,Meat,6,Spices,Neutral,,,Used for taste.
79,Frozen Meatballs,Frozen Foods,1,Refined Flour or Breadcrumbs,Unhealthy,Processed coating/base with lower fiber.,Refined carb,
79,Frozen Meatballs,Frozen Foods,2,Processed Cheese or Fat,Unhealthy,Can increase saturated fat and sodium.,Saturated fat/high sodium,
79,Frozen Meatballs,Frozen Foods,3,Salt,Unhealthy,Raises sodium content substantially.,High sodium,
79,Frozen Meatballs,Frozen Foods,4,Stabilizers,Neutral,,,Used to maintain texture.
79,Frozen Meatballs,Frozen Foods,5,Protein Source,Healthy,,,"Provides protein, depending on product quality."
79,Frozen Meatballs,Frozen Foods,6,Herbs and Seasonings,Neutral,,,Used for flavor.
80,Canned Pasta in Sauce,Canned Foods,1,Refined Wheat Flour,Unhealthy,Refined base with lower fiber and faster digestion.,Refined carb,
80,Canned Pasta in Sauce,Canned Foods,2,Palm Oil,Unhealthy,"Common processed fat source, often raising saturated fat content.",Saturated fat,
80,Canned Pasta in Sauce,Canned Foods,3,Salt,Unhealthy,Excess sodium may affect blood pressure and kidney health.,High sodium,
80,Canned Pasta in Sauce,Canned Foods,4,Monosodium Glutamate,Unhealthy,May be a sensitivity trigger for some people and often comes with salty flavor profiles.,Additive sensitivity,
80,Canned Pasta in Sauce,Canned Foods,5,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
80,Canned Pasta in Sauce,Canned Foods,6,Spice Mix,Neutral,,,Used for taste and aroma.
81,Canned Mixed Fruit Syrup,Canned Foods,1,Refined Wheat Flour,Unhealthy,Refined base with lower fiber and faster digestion.,Refined carb,
81,Canned Mixed Fruit Syrup,Canned Foods,2,Palm Oil,Unhealthy,"Common processed fat source, often raising saturated fat content.",Saturated fat,
81,Canned Mixed Fruit Syrup,Canned Foods,3,Salt,Unhealthy,Excess sodium may affect blood pressure and kidney health.,High sodium,
81,Canned Mixed Fruit Syrup,Canned Foods,4,Monosodium Glutamate,Unhealthy,May be a sensitivity trigger for some people and often comes with salty flavor profiles.,Additive sensitivity,
