food_id,food_name,category,ingredient_order,ingredient_name,ingredient_type,reason_if_unhealthy,health_concern_tag,ingredient_note
386,MealMint Herb Soft Drink Lite,Beverages,4,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
386,MealMint Herb Soft Drink Lite,Beverages,5,Water,Neutral,,,Base ingredient.
386,MealMint Herb Soft Drink Lite,Beverages,6,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
386,MealMint Herb Soft Drink Lite,Beverages,7,Malt Extract,Unhealthy,Concentrated sweetener that may raise glycemic load.,High glycemic load,
386,MealMint Herb Soft Drink Lite,Beverages,8,Potatoes,Neutral,,,Main starch base ingredient.
386,MealMint Herb Soft Drink Lite,Beverages,9,Acidity Regulators,Neutral,,,Used to balance acidity.
387,TasteWave Creamy Sports Drink Plus,Beverages,1,Water,Neutral,,,Base ingredient.
387,TasteWave Creamy Sports Drink Plus,Beverages,2,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
387,TasteWave Creamy Sports Drink Plus,Beverages,3,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
387,TasteWave Creamy Sports Drink Plus,Beverages,4,Citric Acid,Neutral,,,Common acidity regulator.
387,TasteWave Creamy Sports Drink Plus,Beverages,5,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
388,HomeCart Orange Sports Drink Treat,Beverages,1,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
388,HomeCart Orange Sports Drink Treat,Beverages,2,Citric Acid,Neutral,,,Common acidity regulator.
388,HomeCart Orange Sports Drink Treat,Beverages,3,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
388,HomeCart Orange Sports Drink Treat,Beverages,4,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
388,HomeCart Orange Sports Drink Treat,Beverages,5,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
389,MunchMate Strawberry Sports Drink Classic,Beverages,1,Citric Acid,Neutral,,,Common acidity regulator.
389,MunchMate Strawberry Sports Drink Classic,Beverages,2,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
389,MunchMate Strawberry Sports Drink Classic,Beverages,3,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
389,MunchMate Strawberry Sports Drink Classic,Beverages,4,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
389,MunchMate Strawberry Sports Drink Classic,Beverages,5,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
390,FlavorHub Vanilla Soft Drink Max,Beverages,1,Citric Acid,Neutral,,,Common acidity regulator.
390,FlavorHub Vanilla Soft Drink Max,Beverages,2,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
390,FlavorHub Vanilla Soft Drink Max,Beverages,3,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
390,FlavorHub Vanilla Soft Drink Max,Beverages,4,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
390,FlavorHub Vanilla Soft Drink Max,Beverages,5,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
390,FlavorHub Vanilla Soft Drink Max,Beverages,6,Water,Neutral,,,Base ingredient.
391,DailyCrave Mango Sports Drink Bites,Beverages,1,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
391,DailyCrave Mango Sports Drink Bites,Beverages,2,Citric Acid,Neutral,,,Common acidity regulator.
391,DailyCrave Mango Sports Drink Bites,Beverages,3,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
391,DailyCrave Mango Sports Drink Bites,Beverages,4,Water,Neutral,,,Base ingredient.
391,DailyCrave Mango Sports Drink Bites,Beverages,5,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
392,PureSip Caramel Sports Drink Crunch,Beverages,1,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
392,PureSip Caramel Sports Drink Crunch,Beverages,2,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
392,PureSip Caramel Sports Drink Crunch,Beverages,3,Citric Acid,Neutral,,,Common acidity regulator.
392,PureSip Caramel Sports Drink Crunch,Beverages,4,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
392,PureSip Caramel Sports Drink Crunch,Beverages,5,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
392,PureSip Caramel Sports Drink Crunch,Beverages,6,Water,Neutral,,,Base ingredient.
392,PureSip Caramel Sports Drink Crunch,Beverages,7,Starch Syrup,Unhealthy,Refined sweetening ingredient with low satiety.,High sugar,
392,PureSip Caramel Sports Drink Crunch,Beverages,8,Rice Flour,Neutral,,,Common flour base used for texture.
393,HappyHarvest Caramel Sports Drink Delight,Beverages,1,Water,Neutral,,,Base ingredient.
393,HappyHarvest Caramel Sports Drink Delight,Beverages,2,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
393,HappyHarvest Caramel Sports Drink Delight,Beverages,3,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
393,HappyHarvest Caramel Sports Drink Delight,Beverages,4,Citric Acid,Neutral,,,Common acidity regulator.
393,HappyHarvest Caramel Sports Drink Delight,Beverages,5,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
394,HomeCart Mixed Fruit Iced Tea Mix,Beverages,1,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
394,HomeCart Mixed Fruit Iced Tea Mix,Beverages,2,Water,Neutral,,,Base ingredient.
394,HomeCart Mixed Fruit Iced Tea Mix,Beverages,3,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
394,HomeCart Mixed Fruit Iced Tea Mix,Beverages,4,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
394,HomeCart Mixed Fruit Iced Tea Mix,Beverages,5,Citric Acid,Neutral,,,Common acidity regulator.
394,HomeCart Mixed Fruit Iced Tea Mix,Beverages,6,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
394,HomeCart Mixed Fruit Iced Tea Mix,Beverages,7,Tomato Paste,Healthy,,,Provides tomato base and flavor.
395,HomeCart Mixed Fruit Iced Tea Cup,Beverages,1,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
395,HomeCart Mixed Fruit Iced Tea Cup,Beverages,2,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
395,HomeCart Mixed Fruit Iced Tea Cup,Beverages,3,Water,Neutral,,,Base ingredient.
395,HomeCart Mixed Fruit Iced Tea Cup,Beverages,4,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
395,HomeCart Mixed Fruit Iced Tea Cup,Beverages,5,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
395,HomeCart Mixed Fruit Iced Tea Cup,Beverages,6,Citric Acid,Neutral,,,Common acidity regulator.
395,HomeCart Mixed Fruit Iced Tea Cup,Beverages,7,Soy Lecithin,Neutral,,,Emulsifier commonly used for texture and consistency.
395,HomeCart Mixed Fruit Iced Tea Cup,Beverages,8,Emulsifiers,Neutral,,,Used to improve texture.
395,HomeCart Mixed Fruit Iced Tea Cup,Beverages,9,Glucose Syrup,Unhealthy,Rapidly absorbed sugar source that may raise blood sugar quickly.,High glycemic load,
396,HomeCart Salted Sports Drink Lite,Beverages,1,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
396,HomeCart Salted Sports Drink Lite,Beverages,2,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
396,HomeCart Salted Sports Drink Lite,Beverages,3,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
396,HomeCart Salted Sports Drink Lite,Beverages,4,Water,Neutral,,,Base ingredient.
396,HomeCart Salted Sports Drink Lite,Beverages,5,Citric Acid,Neutral,,,Common acidity regulator.
396,HomeCart Salted Sports Drink Lite,Beverages,6,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
396,HomeCart Salted Sports Drink Lite,Beverages,7,Starch Syrup,Unhealthy,Refined sweetening ingredient with low satiety.,High sugar,
396,HomeCart Salted Sports Drink Lite,Beverages,8,Caffeine,Unhealthy,May be unsuitable for children and caffeine-sensitive individuals.,Caffeine sensitivity,
396,HomeCart Salted Sports Drink Lite,Beverages,9,Raising Agents,Neutral,,,Used in bakery formulations.
397,SuperBowl Pepper Sports Drink Plus,Beverages,1,Citric Acid,Neutral,,,Common acidity regulator.
397,SuperBowl Pepper Sports Drink Plus,Beverages,2,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
397,SuperBowl Pepper Sports Drink Plus,Beverages,3,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
397,SuperBowl Pepper Sports Drink Plus,Beverages,4,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
397,SuperBowl Pepper Sports Drink Plus,Beverages,5,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
397,SuperBowl Pepper Sports Drink Plus,Beverages,6,Water,Neutral,,,Base ingredient.
397,SuperBowl Pepper Sports Drink Plus,Beverages,7,Whole Wheat Flour,Healthy,,,Adds more fiber than refined flour.
397,SuperBowl Pepper Sports Drink Plus,Beverages,8,Almonds,Healthy,,,Provides healthy fats and micronutrients.
398,QuickTreat Masala Sports Drink Treat,Beverages,1,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
398,QuickTreat Masala Sports Drink Treat,Beverages,2,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
398,QuickTreat Masala Sports Drink Treat,Beverages,3,Water,Neutral,,,Base ingredient.
398,QuickTreat Masala Sports Drink Treat,Beverages,4,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
398,QuickTreat Masala Sports Drink Treat,Beverages,5,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
398,QuickTreat Masala Sports Drink Treat,Beverages,6,Citric Acid,Neutral,,,Common acidity regulator.
399,SnackNest Butter Energy Drink Classic,Beverages,1,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
399,SnackNest Butter Energy Drink Classic,Beverages,2,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
399,SnackNest Butter Energy Drink Classic,Beverages,3,Citric Acid,Neutral,,,Common acidity regulator.
399,SnackNest Butter Energy Drink Classic,Beverages,4,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
399,SnackNest Butter Energy Drink Classic,Beverages,5,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
399,SnackNest Butter Energy Drink Classic,Beverages,6,Water,Neutral,,,Base ingredient.
399,SnackNest Butter Energy Drink Classic,Beverages,7,Fruit Puree,Neutral,,,Adds fruit taste.
399,SnackNest Butter Energy Drink Classic,Beverages,8,Natural Flavoring,Neutral,,,Used for taste.
400,CrispyCo Masala Juice Drink Max,Beverages,1,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
400,CrispyCo Masala Juice Drink Max,Beverages,2,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
400,CrispyCo Masala Juice Drink Max,Beverages,3,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
400,CrispyCo Masala Juice Drink Max,Beverages,4,Water,Neutral,,,Base ingredient.
400,CrispyCo Masala Juice Drink Max,Beverages,5,Citric Acid,Neutral,,,Common acidity regulator.
400,CrispyCo Masala Juice Drink Max,Beverages,6,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
400,CrispyCo Masala Juice Drink Max,Beverages,7,Corn,Neutral,,,Main grain base ingredient.
400,CrispyCo Masala Juice Drink Max,Beverages,8,Soy Lecithin,Neutral,,,Emulsifier commonly used for texture and consistency.
401,FamilyChoice Chocolate Iced Tea Bites,Beverages,1,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
401,FamilyChoice Chocolate Iced Tea Bites,Beverages,2,Water,Neutral,,,Base ingredient.
401,FamilyChoice Chocolate Iced Tea Bites,Beverages,3,Citric Acid,Neutral,,,Common acidity regulator.
401,FamilyChoice Chocolate Iced Tea Bites,Beverages,4,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
401,FamilyChoice Chocolate Iced Tea Bites,Beverages,5,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
401,FamilyChoice Chocolate Iced Tea Bites,Beverages,6,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
401,FamilyChoice Chocolate Iced Tea Bites,Beverages,7,Flavor Enhancers,Unhealthy,Can encourage overconsumption and often raise sodium load.,High sodium/additives,
401,FamilyChoice Chocolate Iced Tea Bites,Beverages,8,Rice Flour,Neutral,,,Common flour base used for texture.
401,FamilyChoice Chocolate Iced Tea Bites,Beverages,9,Emulsifiers,Neutral,,,Used to improve texture.
402,HappyHarvest Tomato Soft Drink Crunch,Beverages,1,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
402,HappyHarvest Tomato Soft Drink Crunch,Beverages,2,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
402,HappyHarvest Tomato Soft Drink Crunch,Beverages,3,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
402,HappyHarvest Tomato Soft Drink Crunch,Beverages,4,Citric Acid,Neutral,,,Common acidity regulator.
402,HappyHarvest Tomato Soft Drink Crunch,Beverages,5,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
402,HappyHarvest Tomato Soft Drink Crunch,Beverages,6,Water,Neutral,,,Base ingredient.
402,HappyHarvest Tomato Soft Drink Crunch,Beverages,7,Tomato Paste,Healthy,,,Provides tomato base and flavor.
402,HappyHarvest Tomato Soft Drink Crunch,Beverages,8,Chickpea Flour,Healthy,,,Adds plant protein and fiber.
403,FreshBite Vanilla Milk Drink Delight,Beverages,1,Citric Acid,Neutral,,,Common acidity regulator.
403,FreshBite Vanilla Milk Drink Delight,Beverages,2,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
403,FreshBite Vanilla Milk Drink Delight,Beverages,3,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
403,FreshBite Vanilla Milk Drink Delight,Beverages,4,Water,Neutral,,,Base ingredient.
403,FreshBite Vanilla Milk Drink Delight,Beverages,5,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
403,FreshBite Vanilla Milk Drink Delight,Beverages,6,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
403,FreshBite Vanilla Milk Drink Delight,Beverages,7,Hydrogenated Fat,Unhealthy,May contribute unhealthy trans fat intake depending on formulation.,Trans fat risk,
403,FreshBite Vanilla Milk Drink Delight,Beverages,8,Almonds,Healthy,,,Provides healthy fats and micronutrients.
404,SuperBowl Mixed Fruit Sports Drink Mix,Beverages,1,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
404,SuperBowl Mixed Fruit Sports Drink Mix,Beverages,2,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
404,SuperBowl Mixed Fruit Sports Drink Mix,Beverages,3,Water,Neutral,,,Base ingredient.
404,SuperBowl Mixed Fruit Sports Drink Mix,Beverages,4,Citric Acid,Neutral,,,Common acidity regulator.
404,SuperBowl Mixed Fruit Sports Drink Mix,Beverages,5,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
404,SuperBowl Mixed Fruit Sports Drink Mix,Beverages,6,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
404,SuperBowl Mixed Fruit Sports Drink Mix,Beverages,7,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
404,SuperBowl Mixed Fruit Sports Drink Mix,Beverages,8,Cocoa Powder,Neutral,,,Used for flavor.
405,UrbanMunch Chilli Lime Energy Drink Cup,Beverages,1,Citric Acid,Neutral,,,Common acidity regulator.
405,UrbanMunch Chilli Lime Energy Drink Cup,Beverages,2,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
405,UrbanMunch Chilli Lime Energy Drink Cup,Beverages,3,Water,Neutral,,,Base ingredient.
405,UrbanMunch Chilli Lime Energy Drink Cup,Beverages,4,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
405,UrbanMunch Chilli Lime Energy Drink Cup,Beverages,5,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
405,UrbanMunch Chilli Lime Energy Drink Cup,Beverages,6,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
405,UrbanMunch Chilli Lime Energy Drink Cup,Beverages,7,Cocoa Powder,Neutral,,,Used for flavor.
405,UrbanMunch Chilli Lime Energy Drink Cup,Beverages,8,Potatoes,Neutral,,,Main starch base ingredient.
406,TasteWave Mango Sports Drink Lite,Beverages,1,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
406,TasteWave Mango Sports Drink Lite,Beverages,2,Water,Neutral,,,Base ingredient.
406,TasteWave Mango Sports Drink Lite,Beverages,3,Citric Acid,Neutral,,,Common acidity regulator.
406,TasteWave Mango Sports Drink Lite,Beverages,4,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
406,TasteWave Mango Sports Drink Lite,Beverages,5,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
406,TasteWave Mango Sports Drink Lite,Beverages,6,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
406,TasteWave Mango Sports Drink Lite,Beverages,7,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
407,SmartSnack Orange Sports Drink Plus,Beverages,1,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
407,SmartSnack Orange Sports Drink Plus,Beverages,2,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
407,SmartSnack Orange Sports Drink Plus,Beverages,3,Citric Acid,Neutral,,,Common acidity regulator.
407,SmartSnack Orange Sports Drink Plus,Beverages,4,Water,Neutral,,,Base ingredient.
407,SmartSnack Orange Sports Drink Plus,Beverages,5,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
407,SmartSnack Orange Sports Drink Plus,Beverages,6,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
407,SmartSnack Orange Sports Drink Plus,Beverages,7,Refined Wheat Flour,Unhealthy,Low fiber and highly refined; may not support blood sugar control well.,Refined carb,
407,SmartSnack Orange Sports Drink Plus,Beverages,8,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
407,SmartSnack Orange Sports Drink Plus,Beverages,9,Spices,Neutral,,,Used for flavoring.
408,FreshBite Strawberry Milk Drink Treat,Beverages,1,Citric Acid,Neutral,,,Common acidity regulator.
408,FreshBite Strawberry Milk Drink Treat,Beverages,2,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
408,FreshBite Strawberry Milk Drink Treat,Beverages,3,Water,Neutral,,,Base ingredient.
408,FreshBite Strawberry Milk Drink Treat,Beverages,4,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
408,FreshBite Strawberry Milk Drink Treat,Beverages,5,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
408,FreshBite Strawberry Milk Drink Treat,Beverages,6,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
408,FreshBite Strawberry Milk Drink Treat,Beverages,7,Acidity Regulators,Neutral,,,Used to balance acidity.
408,FreshBite Strawberry Milk Drink Treat,Beverages,8,Corn,Neutral,,,Main grain base ingredient.
408,FreshBite Strawberry Milk Drink Treat,Beverages,9,Fortified Vitamins,Healthy,,,Added micronutrients may improve nutritional profile.
409,DailyCrave Cheese Milk Drink Classic,Beverages,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
409,DailyCrave Cheese Milk Drink Classic,Beverages,2,Citric Acid,Neutral,,,Common acidity regulator.
409,DailyCrave Cheese Milk Drink Classic,Beverages,3,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
409,DailyCrave Cheese Milk Drink Classic,Beverages,4,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
409,DailyCrave Cheese Milk Drink Classic,Beverages,5,Water,Neutral,,,Base ingredient.
409,DailyCrave Cheese Milk Drink Classic,Beverages,6,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
409,DailyCrave Cheese Milk Drink Classic,Beverages,7,Emulsifiers,Neutral,,,Used to improve texture.
409,DailyCrave Cheese Milk Drink Classic,Beverages,8,Salt,Unhealthy,High sodium may increase blood pressure and fluid retention risk.,High sodium,
409,DailyCrave Cheese Milk Drink Classic,Beverages,9,Cultures,Healthy,,,Beneficial in fermented dairy products.
410,HomeCart Butter Energy Drink Max,Beverages,1,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
410,HomeCart Butter Energy Drink Max,Beverages,2,Citric Acid,Neutral,,,Common acidity regulator.
410,HomeCart Butter Energy Drink Max,Beverages,3,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
410,HomeCart Butter Energy Drink Max,Beverages,4,Water,Neutral,,,Base ingredient.
410,HomeCart Butter Energy Drink Max,Beverages,5,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
411,UrbanMunch Cheese Soft Drink Bites,Beverages,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
411,UrbanMunch Cheese Soft Drink Bites,Beverages,2,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
411,UrbanMunch Cheese Soft Drink Bites,Beverages,3,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
411,UrbanMunch Cheese Soft Drink Bites,Beverages,4,Water,Neutral,,,Base ingredient.
411,UrbanMunch Cheese Soft Drink Bites,Beverages,5,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
411,UrbanMunch Cheese Soft Drink Bites,Beverages,6,Citric Acid,Neutral,,,Common acidity regulator.
412,CrispyCo Pepper Juice Drink Crunch,Beverages,1,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
412,CrispyCo Pepper Juice Drink Crunch,Beverages,2,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
412,CrispyCo Pepper Juice Drink Crunch,Beverages,3,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
412,CrispyCo Pepper Juice Drink Crunch,Beverages,4,Water,Neutral,,,Base ingredient.
412,CrispyCo Pepper Juice Drink Crunch,Beverages,5,Citric Acid,Neutral,,,Common acidity regulator.
412,CrispyCo Pepper Juice Drink Crunch,Beverages,6,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
412,CrispyCo Pepper Juice Drink Crunch,Beverages,7,Processed Cheese,Unhealthy,Can increase sodium and saturated fat content.,Saturated fat/high sodium,
412,CrispyCo Pepper Juice Drink Crunch,Beverages,8,Whole Grain Oats,Healthy,,,Adds fiber and satiety.
413,UrbanMunch Mixed Fruit Sports Drink Delight,Beverages,1,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
413,UrbanMunch Mixed Fruit Sports Drink Delight,Beverages,2,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
413,UrbanMunch Mixed Fruit Sports Drink Delight,Beverages,3,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
413,UrbanMunch Mixed Fruit Sports Drink Delight,Beverages,4,Water,Neutral,,,Base ingredient.
413,UrbanMunch Mixed Fruit Sports Drink Delight,Beverages,5,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
414,FoodCraft Cheese Milk Drink Mix,Beverages,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
414,FoodCraft Cheese Milk Drink Mix,Beverages,2,Citric Acid,Neutral,,,Common acidity regulator.
414,FoodCraft Cheese Milk Drink Mix,Beverages,3,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
414,FoodCraft Cheese Milk Drink Mix,Beverages,4,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
414,FoodCraft Cheese Milk Drink Mix,Beverages,5,Water,Neutral,,,Base ingredient.
414,FoodCraft Cheese Milk Drink Mix,Beverages,6,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
414,FoodCraft Cheese Milk Drink Mix,Beverages,7,Tomato Paste,Healthy,,,Provides tomato base and flavor.
414,FoodCraft Cheese Milk Drink Mix,Beverages,8,Palm Oil,Unhealthy,High in saturated fat and commonly used in processed foods.,Saturated fat,
415,FamilyChoice Strawberry Milk Drink Cup,Beverages,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
415,FamilyChoice Strawberry Milk Drink Cup,Beverages,2,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
415,FamilyChoice Strawberry Milk Drink Cup,Beverages,3,Artificial Colors,Unhealthy,Artificial coloring adds no nutritional value and may be unsuitable for some children.,Artificial additives,
415,FamilyChoice Strawberry Milk Drink Cup,Beverages,4,Water,Neutral,,,Base ingredient.
415,FamilyChoice Strawberry Milk Drink Cup,Beverages,5,Citric Acid,Neutral,,,Common acidity regulator.
415,FamilyChoice Strawberry Milk Drink Cup,Beverages,6,Preservatives,Unhealthy,Used to extend shelf life and indicates higher processing.,Preservatives,
415,FamilyChoice Strawberry Milk Drink Cup,Beverages,7,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
